Date,Time,A,B,C
2024/7/1,4:33:10,164.9,16.95,-159.6
2024/7/1,4:33:20,165,16.96,-159.7
2024/7/1,4:33:30,165.1,16.97,-159.8
2024/7/1,4:33:40,165.2,16.98,-159.9
2024/7/1,4:33:50,165.3,16.99,-160
2024/7/1,4:34:00,165.4,17,-160.1
2024/7/1,4:34:10,165.5,17.01,-160.2
2024/7/1,4:34:20,165.6,17.02,-160.3
2024/7/1,4:34:30,165.7,17.03,-160.4
2024/7/1,4:34:40,165.8,17.04,-160.5
2024/7/1,4:34:50,165.9,17.05,-160.6
2024/7/1,4:35:00,166,17.06,-160.7
2024/7/1,4:35:10,166.1,17.07,-160.8
2024/7/1,4:35:20,166.2,17.08,-160.9
2024/7/1,4:35:30,166.3,17.09,-161
2024/7/1,4:35:40,166.4,17.1,-161.1
2024/7/1,4:35:50,166.5,17.11,-161.2
2024/7/1,4:36:00,166.6,17.12,-161.3
2024/7/1,4:36:10,166.7,17.13,-161.4
2024/7/1,4:36:20,166.8,17.14,-161.5
2024/7/1,4:36:30,166.9,17.15,-161.6
2024/7/1,4:36:40,167,17.16,-161.7
2024/7/1,4:36:50,167.1,17.17,-161.8
2024/7/1,4:37:00,167.2,17.18,-161.9
2024/7/1,4:37:10,167.3,17.19,-162
2024/7/1,4:37:20,167.4,17.2,-162.1
2024/7/1,4:37:30,167.5,17.21,-162.2
2024/7/1,4:37:40,167.6,17.22,-162.3
2024/7/1,4:37:50,167.7,17.23,-162.4
2024/7/1,4:38:00,167.8,17.24,-162.5
2024/7/1,4:38:10,167.9,17.25,-162.6
2024/7/1,4:38:20,168,17.26,-162.7
2024/7/1,4:38:30,168.1,17.27,-162.8
2024/7/1,4:38:40,168.2,17.28,-162.9
2024/7/1,4:38:50,168.3,17.29,-163
2024/7/1,4:39:00,168.4,17.3,-163.1
2024/7/1,4:39:10,168.5,17.31,-163.2
2024/7/1,4:39:20,168.6,17.32,-163.3
2024/7/1,4:39:30,168.7,17.33,-163.4
2024/7/1,4:39:40,168.8,17.34,-163.5
2024/7/1,4:39:50,168.9,17.35,-163.6
2024/7/1,4:40:00,169,17.36,-163.7
2024/7/1,4:40:10,169.1,17.37,-163.8
2024/7/1,4:40:20,169.2,17.38,-163.9
2024/7/1,4:40:30,169.3,17.39,-164
2024/7/1,4:40:40,169.4,17.4,-164.1
2024/7/1,4:40:50,169.5,17.41,-164.2
2024/7/1,4:41:00,169.6,17.42,-164.3
2024/7/1,4:41:10,169.7,17.43,-164.4
2024/7/1,4:41:20,169.8,17.44,-164.5
2024/7/1,4:41:30,169.9,17.45,-164.6
2024/7/1,4:41:40,170,17.46,-164.7
2024/7/1,4:41:50,170.1,17.47,-164.8
2024/7/1,4:42:00,170.2,17.48,-164.9
2024/7/1,4:42:10,170.3,17.49,-165
2024/7/1,4:42:20,170.4,17.5,-165.1
2024/7/1,4:42:30,170.5,17.51,-165.2
2024/7/1,4:42:40,170.6,17.52,-165.3
2024/7/1,4:42:50,170.7,17.53,-165.4
2024/7/1,4:43:00,170.8,17.54,-165.5
2024/7/1,4:43:10,170.9,17.55,-165.6
2024/7/1,4:43:20,171,17.56,-165.7
2024/7/1,4:43:30,171.1,17.57,-165.8
2024/7/1,4:43:40,171.2,17.58,-165.9
2024/7/1,4:43:50,171.3,17.59,-166
2024/7/1,4:44:00,171.4,17.6,-166.1
2024/7/1,4:44:10,171.5,17.61,-166.2
2024/7/1,4:44:20,171.6,17.62,-166.3
2024/7/1,4:44:30,171.7,17.63,-166.4
2024/7/1,4:44:40,171.8,17.64,-166.5
2024/7/1,4:44:50,171.9,17.65,-166.6
2024/7/1,4:45:00,172,17.66,-166.7
2024/7/1,4:45:10,172.1,17.67,-166.8
2024/7/1,4:45:20,172.2,17.68,-166.9
2024/7/1,4:45:30,172.3,17.69,-167
2024/7/1,4:45:40,172.4,17.7,-167.1
2024/7/1,4:45:50,172.5,17.71,-167.2
2024/7/1,4:46:00,172.6,17.72,-167.3
2024/7/1,4:46:10,172.7,17.73,-167.4
2024/7/1,4:46:20,172.8,17.74,-167.5
2024/7/1,4:46:30,172.9,17.75,-167.6
2024/7/1,4:46:40,173,17.76,-167.7
2024/7/1,4:46:50,173.1,17.77,-167.8
2024/7/1,4:47:00,173.2,17.78,-167.9
2024/7/1,4:47:10,173.3,17.79,-168
2024/7/1,4:47:20,173.4,17.8,-168.1
2024/7/1,4:47:30,173.5,17.81,-168.2
2024/7/1,4:47:40,173.6,17.82,-168.3
2024/7/1,4:47:50,173.7,17.83,-168.4
2024/7/1,4:48:00,173.8,17.84,-168.5
2024/7/1,4:48:10,173.9,17.85,-168.6
2024/7/1,4:48:20,174,17.86,-168.7
2024/7/1,4:48:30,174.1,17.87,-168.8
2024/7/1,4:48:40,174.2,17.88,-168.9
2024/7/1,4:48:50,174.3,17.89,-169
2024/7/1,4:49:00,174.4,17.9,-169.1
2024/7/1,4:49:10,174.5,17.91,-169.2
2024/7/1,4:49:20,174.6,17.92,-169.3
2024/7/1,4:49:30,174.7,17.93,-169.4
2024/7/1,4:49:40,174.8,17.94,-169.5
2024/7/1,4:49:50,174.9,17.95,-169.6
2024/7/1,4:50:00,175,17.96,-169.7
2024/7/1,4:50:10,175.1,17.97,-169.8
2024/7/1,4:50:20,175.2,17.98,-169.9
2024/7/1,4:50:30,175.3,17.99,-170
2024/7/1,4:50:40,175.4,18,-170.1
2024/7/1,4:50:50,175.5,18.01,-170.2
2024/7/1,4:51:00,175.6,18.02,-170.3
2024/7/1,4:51:10,175.7,18.03,-170.4
2024/7/1,4:51:20,175.8,18.04,-170.5
2024/7/1,4:51:30,175.9,18.05,-170.6
2024/7/1,4:51:40,176,18.06,-170.7
2024/7/1,4:51:50,176.1,18.07,-170.8
2024/7/1,4:52:00,176.2,18.08,-170.9
2024/7/1,4:52:10,176.3,18.09,-171
2024/7/1,4:52:20,176.4,18.1,-171.1
2024/7/1,4:52:30,176.5,18.11,-171.2
2024/7/1,4:52:40,176.6,18.12,-171.3
2024/7/1,4:52:50,176.7,18.13,-171.4
2024/7/1,4:53:00,176.8,18.14,-171.5
2024/7/1,4:53:10,176.9,18.15,-171.6
2024/7/1,4:53:20,177,18.16,-171.7
2024/7/1,4:53:30,177.1,18.17,-171.8
2024/7/1,4:53:40,177.2,18.18,-171.9
2024/7/1,4:53:50,177.3,18.19,-172
2024/7/1,4:54:00,177.4,18.2,-172.1
2024/7/1,4:54:10,177.5,18.21,-172.2
2024/7/1,4:54:20,177.6,18.22,-172.3
2024/7/1,4:54:30,177.7,18.23,-172.4
2024/7/1,4:54:40,177.8,18.24,-172.5
2024/7/1,4:54:50,177.9,18.25,-172.6
2024/7/1,4:55:00,178,18.26,-172.7
2024/7/1,4:55:10,178.1,18.27,-172.8
2024/7/1,4:55:20,178.2,18.28,-172.9
2024/7/1,4:55:30,178.3,18.29,-173
2024/7/1,4:55:40,178.4,18.3,-173.1
2024/7/1,4:55:50,178.5,18.31,-173.2
2024/7/1,4:56:00,178.6,18.32,-173.3
2024/7/1,4:56:10,178.7,18.33,-173.4
2024/7/1,4:56:20,178.8,18.34,-173.5
2024/7/1,4:56:30,178.9,18.35,-173.6
2024/7/1,4:56:40,179,18.36,-173.7
2024/7/1,4:56:50,179.1,18.37,-173.8
2024/7/1,4:57:00,179.2,18.38,-173.9
2024/7/1,4:57:10,179.3,18.39,-174
2024/7/1,4:57:20,179.4,18.4,-174.1
2024/7/1,4:57:30,179.5,18.41,-174.2
2024/7/1,4:57:40,179.6,18.42,-174.3
2024/7/1,4:57:50,179.7,18.43,-174.4
2024/7/1,4:58:00,179.8,18.44,-174.5
2024/7/1,4:58:10,179.9,18.45,-174.6
2024/7/1,4:58:20,180,18.46,-174.7
2024/7/1,4:58:30,180.1,18.47,-174.8
2024/7/1,4:58:40,180.2,18.48,-174.9
2024/7/1,4:58:50,180.3,18.49,-175
2024/7/1,4:59:00,180.4,18.5,-175.1
2024/7/1,4:59:10,180.5,18.51,-175.2
2024/7/1,4:59:20,180.6,18.52,-175.3
2024/7/1,4:59:30,180.7,18.53,-175.4
2024/7/1,4:59:40,180.8,18.54,-175.5
2024/7/1,4:59:50,180.9,18.55,-175.6
2024/7/1,5:00:00,181,18.56,-175.7
2024/7/1,5:00:10,181.1,18.57,-175.8
2024/7/1,5:00:20,181.2,18.58,-175.9
2024/7/1,5:00:30,181.3,18.59,-176
2024/7/1,5:00:40,181.4,18.6,-176.1
2024/7/1,5:00:50,181.5,18.61,-176.2
2024/7/1,5:01:00,181.6,18.62,-176.3
2024/7/1,5:01:10,181.7,18.63,-176.4
2024/7/1,5:01:20,181.8,18.64,-176.5
2024/7/1,5:01:30,181.9,18.65,-176.6
2024/7/1,5:01:40,182,18.66,-176.7
2024/7/1,5:01:50,182.1,18.67,-176.8
2024/7/1,5:02:00,182.2,18.68,-176.9
2024/7/1,5:02:10,182.3,18.69,-177
2024/7/1,5:02:20,182.4,18.7,-177.1
2024/7/1,5:02:30,182.5,18.71,-177.2
2024/7/1,5:02:40,182.6,18.72,-177.3
2024/7/1,5:02:50,182.7,18.73,-177.4
2024/7/1,5:03:00,182.8,18.74,-177.5
2024/7/1,5:03:10,182.9,18.75,-177.6
2024/7/1,5:03:20,183,18.76,-177.7
2024/7/1,5:03:30,183.1,18.77,-177.8
2024/7/1,5:03:40,183.2,18.78,-177.9
2024/7/1,5:03:50,183.3,18.79,-178
2024/7/1,5:04:00,183.4,18.8,-178.1
2024/7/1,5:04:10,183.5,18.81,-178.2
2024/7/1,5:04:20,183.6,18.82,-178.3
2024/7/1,5:04:30,183.7,18.83,-178.4
2024/7/1,5:04:40,183.8,18.84,-178.5
2024/7/1,5:04:50,183.9,18.85,-178.6
2024/7/1,5:05:00,184,18.86,-178.7
2024/7/1,5:05:10,184.1,18.87,-178.8
2024/7/1,5:05:20,184.2,18.88,-178.9
2024/7/1,5:05:30,184.3,18.89,-179
2024/7/1,5:05:40,184.4,18.9,-179.1
2024/7/1,5:05:50,184.5,18.91,-179.2
2024/7/1,5:06:00,184.6,18.92,-179.3
2024/7/1,5:06:10,184.7,18.93,-179.4
2024/7/1,5:06:20,184.8,18.94,-179.5
2024/7/1,5:06:30,184.9,18.95,-179.6
2024/7/1,5:06:40,185,18.96,-179.7
2024/7/1,5:06:50,185.1,18.97,-179.8
2024/7/1,5:07:00,185.2,18.98,-179.9
2024/7/1,5:07:10,185.3,18.99,-180
2024/7/1,5:07:20,185.4,19,-180.1
2024/7/1,5:07:30,185.5,19.01,-180.2
2024/7/1,5:07:40,185.6,19.02,-180.3
2024/7/1,5:07:50,185.7,19.03,-180.4
2024/7/1,5:08:00,185.8,19.04,-180.5
2024/7/1,5:08:10,185.9,19.05,-180.6
2024/7/1,5:08:20,186,19.06,-180.7
2024/7/1,5:08:30,186.1,19.07,-180.8
2024/7/1,5:08:40,186.2,19.08,-180.9
2024/7/1,5:08:50,186.3,19.09,-181
2024/7/1,5:09:00,186.4,19.1,-181.1
2024/7/1,5:09:10,186.5,19.11,-181.2
2024/7/1,5:09:20,186.6,19.12,-181.3
2024/7/1,5:09:30,186.7,19.13,-181.4
2024/7/1,5:09:40,186.8,19.14,-181.5
2024/7/1,5:09:50,186.9,19.15,-181.6
2024/7/1,5:10:00,187,19.16,-181.7
2024/7/1,5:10:10,187.1,19.17,-181.8
2024/7/1,5:10:20,187.2,19.18,-181.9
2024/7/1,5:10:30,187.3,19.19,-182
2024/7/1,5:10:40,187.4,19.2,-182.1
2024/7/1,5:10:50,187.5,19.21,-182.2
2024/7/1,5:11:00,187.6,19.22,-182.3
2024/7/1,5:11:10,187.7,19.23,-182.4
2024/7/1,5:11:20,187.8,19.24,-182.5
2024/7/1,5:11:30,187.9,19.25,-182.6
2024/7/1,5:11:40,188,19.26,-182.7
2024/7/1,5:11:50,188.1,19.27,-182.8
2024/7/1,5:12:00,188.2,19.28,-182.9
2024/7/1,5:12:10,188.3,19.29,-183
2024/7/1,5:12:20,188.4,19.3,-183.1
2024/7/1,5:12:30,188.5,19.31,-183.2
2024/7/1,5:12:40,188.6,19.32,-183.3
2024/7/1,5:12:50,188.7,19.33,-183.4
2024/7/1,5:13:00,188.8,19.34,-183.5
2024/7/1,5:13:10,188.9,19.35,-183.6
2024/7/1,5:13:20,189,19.36,-183.7
2024/7/1,5:13:30,189.1,19.37,-183.8
2024/7/1,5:13:40,189.2,19.38,-183.9
2024/7/1,5:13:50,189.3,19.39,-184
2024/7/1,5:14:00,189.4,19.4,-184.1
2024/7/1,5:14:10,189.5,19.41,-184.2
2024/7/1,5:14:20,189.6,19.42,-184.3
2024/7/1,5:14:30,189.7,19.43,-184.4
2024/7/1,5:14:40,189.8,19.44,-184.5
2024/7/1,5:14:50,189.9,19.45,-184.6
2024/7/1,5:15:00,190,19.46,-184.7
2024/7/1,5:15:10,190.1,19.47,-184.8
2024/7/1,5:15:20,190.2,19.48,-184.9
2024/7/1,5:15:30,190.3,19.49,-185
2024/7/1,5:15:40,190.4,19.5,-185.1
2024/7/1,5:15:50,190.5,19.51,-185.2
2024/7/1,5:16:00,190.6,19.52,-185.3
2024/7/1,5:16:10,190.7,19.53,-185.4
2024/7/1,5:16:20,190.8,19.54,-185.5
2024/7/1,5:16:30,190.9,19.55,-185.6
2024/7/1,5:16:40,191,19.56,-185.7
2024/7/1,5:16:50,191.1,19.57,-185.8
2024/7/1,5:17:00,191.2,19.58,-185.9
2024/7/1,5:17:10,191.3,19.59,-186
2024/7/1,5:17:20,191.4,19.6,-186.1
2024/7/1,5:17:30,191.5,19.61,-186.2
2024/7/1,5:17:40,191.6,19.62,-186.3
2024/7/1,5:17:50,191.7,19.63,-186.4
2024/7/1,5:18:00,191.8,19.64,-186.5
2024/7/1,5:18:10,191.9,19.65,-186.6
2024/7/1,5:18:20,192,19.66,-186.7
2024/7/1,5:18:30,192.1,19.67,-186.8
2024/7/1,5:18:40,192.2,19.68,-186.9
2024/7/1,5:18:50,192.3,19.69,-187
2024/7/1,5:19:00,192.4,19.7,-187.1
2024/7/1,5:19:10,192.5,19.71,-187.2
2024/7/1,5:19:20,192.6,19.72,-187.3
2024/7/1,5:19:30,192.7,19.73,-187.4
2024/7/1,5:19:40,192.8,19.74,-187.5
2024/7/1,5:19:50,192.9,19.75,-187.6
2024/7/1,5:20:00,193,19.76,-187.7
2024/7/1,5:20:10,193.1,19.77,-187.8
2024/7/1,5:20:20,193.2,19.78,-187.9
2024/7/1,5:20:30,193.3,19.79,-188
2024/7/1,5:20:40,193.4,19.8,-188.1
2024/7/1,5:20:50,193.5,19.81,-188.2
2024/7/1,5:21:00,193.6,19.82,-188.3
2024/7/1,5:21:10,193.7,19.83,-188.4
2024/7/1,5:21:20,193.8,19.84,-188.5
2024/7/1,5:21:30,193.9,19.85,-188.6
2024/7/1,5:21:40,194,19.86,-188.7
2024/7/1,5:21:50,194.1,19.87,-188.8
2024/7/1,5:22:00,194.2,19.88,-188.9
2024/7/1,5:22:10,194.3,19.89,-189
2024/7/1,5:22:20,194.4,19.9,-189.1
2024/7/1,5:22:30,194.5,19.91,-189.2
2024/7/1,5:22:40,194.6,19.92,-189.3
2024/7/1,5:22:50,194.7,19.93,-189.4
2024/7/1,5:23:00,194.8,19.94,-189.5
2024/7/1,5:23:10,194.9,19.95,-189.6
2024/7/1,5:23:20,195,19.96,-189.7
2024/7/1,5:23:30,195.1,19.97,-189.8
2024/7/1,5:23:40,195.2,19.98,-189.9
2024/7/1,5:23:50,195.3,19.99,-190
2024/7/1,5:24:00,195.4,20,-190.1
2024/7/1,5:24:10,195.5,20.01,-190.2
2024/7/1,5:24:20,195.6,20.02,-190.3
2024/7/1,5:24:30,195.7,20.03,-190.4
2024/7/1,5:24:40,195.8,20.04,-190.5
2024/7/1,5:24:50,195.9,20.05,-190.6
2024/7/1,5:25:00,196,20.06,-190.7
2024/7/1,5:25:10,196.1,20.07,-190.8
2024/7/1,5:25:20,196.2,20.08,-190.9
2024/7/1,5:25:30,196.3,20.09,-191
2024/7/1,5:25:40,196.4,20.1,-191.1
2024/7/1,5:25:50,196.5,20.11,-191.2
2024/7/1,5:26:00,196.6,20.12,-191.3
2024/7/1,5:26:10,196.7,20.13,-191.4
2024/7/1,5:26:20,196.8,20.14,-191.5
2024/7/1,5:26:30,196.9,20.15,-191.6
2024/7/1,5:26:40,197,20.16,-191.7
2024/7/1,5:26:50,197.1,20.17,-191.8
2024/7/1,5:27:00,197.2,20.18,-191.9
2024/7/1,5:27:10,197.3,20.19,-192
2024/7/1,5:27:20,197.4,20.2,-192.1
2024/7/1,5:27:30,197.5,20.21,-192.2
2024/7/1,5:27:40,197.6,20.22,-192.3
2024/7/1,5:27:50,197.7,20.23,-192.4
2024/7/1,5:28:00,197.8,20.24,-192.5
2024/7/1,5:28:10,197.9,20.25,-192.6
2024/7/1,5:28:20,198,20.26,-192.7
2024/7/1,5:28:30,198.1,20.27,-192.8
2024/7/1,5:28:40,198.2,20.28,-192.9
2024/7/1,5:28:50,198.3,20.29,-193
2024/7/1,5:29:00,198.4,20.3,-193.1
2024/7/1,5:29:10,198.5,20.31,-193.2
2024/7/1,5:29:20,198.6,20.32,-193.3
2024/7/1,5:29:30,198.7,20.33,-193.4
2024/7/1,5:29:40,198.8,20.34,-193.5
2024/7/1,5:29:50,198.9,20.35,-193.6
2024/7/1,5:30:00,199,20.36,-193.7
2024/7/1,5:30:10,199.1,20.37,-193.8
2024/7/1,5:30:20,199.2,20.38,-193.9
2024/7/1,5:30:30,199.3,20.39,-194
2024/7/1,5:30:40,199.4,20.4,-194.1
2024/7/1,5:30:50,199.5,20.41,-194.2
2024/7/1,5:31:00,199.6,20.42,-194.3
2024/7/1,5:31:10,199.7,20.43,-194.4
2024/7/1,5:31:20,199.8,20.44,-194.5
2024/7/1,5:31:30,199.9,20.45,-194.6
2024/7/1,5:31:40,200,20.46,-194.7
2024/7/1,5:31:50,200.1,20.47,-194.8
2024/7/1,5:32:00,200.2,20.48,-194.9
2024/7/1,5:32:10,200.3,20.49,-195
2024/7/1,5:32:20,200.4,20.5,-195.1
2024/7/1,5:32:30,200.5,20.51,-195.2
2024/7/1,5:32:40,200.6,20.52,-195.3
2024/7/1,5:32:50,200.7,20.53,-195.4
2024/7/1,5:33:00,200.8,20.54,-195.5
2024/7/1,5:33:10,200.9,20.55,-195.6
2024/7/1,5:33:20,201,20.56,-195.7
2024/7/1,5:33:30,201.1,20.57,-195.8
2024/7/1,5:33:40,201.2,20.58,-195.9
2024/7/1,5:33:50,201.3,20.59,-196
2024/7/1,5:34:00,201.4,20.6,-196.1
2024/7/1,5:34:10,201.5,20.61,-196.2
2024/7/1,5:34:20,201.6,20.62,-196.3
2024/7/1,5:34:30,201.7,20.63,-196.4
2024/7/1,5:34:40,201.8,20.64,-196.5
2024/7/1,5:34:50,201.9,20.65,-196.6
2024/7/1,5:35:00,202,20.66,-196.7
2024/7/1,5:35:10,202.1,20.67,-196.8
2024/7/1,5:35:20,202.2,20.68,-196.9
2024/7/1,5:35:30,202.3,20.69,-197
2024/7/1,5:35:40,202.4,20.7,-197.1
2024/7/1,5:35:50,202.5,20.71,-197.2
2024/7/1,5:36:00,202.6,20.72,-197.3
2024/7/1,5:36:10,202.7,20.73,-197.4
2024/7/1,5:36:20,202.8,20.74,-197.5
2024/7/1,5:36:30,202.9,20.75,-197.6
2024/7/1,5:36:40,203,20.76,-197.7
2024/7/1,5:36:50,203.1,20.77,-197.8
2024/7/1,5:37:00,203.2,20.78,-197.9
2024/7/1,5:37:10,203.3,20.79,-198
2024/7/1,5:37:20,203.4,20.8,-198.1
2024/7/1,5:37:30,203.5,20.81,-198.2
2024/7/1,5:37:40,203.6,20.82,-198.3
2024/7/1,5:37:50,203.7,20.83,-198.4
2024/7/1,5:38:00,203.8,20.84,-198.5
2024/7/1,5:38:10,203.9,20.85,-198.6
2024/7/1,5:38:20,204,20.86,-198.7
2024/7/1,5:38:30,204.1,20.87,-198.8
2024/7/1,5:38:40,204.2,20.88,-198.9
2024/7/1,5:38:50,204.3,20.89,-199
2024/7/1,5:39:00,204.4,20.9,-199.1
2024/7/1,5:39:10,204.5,20.91,-199.2
2024/7/1,5:39:20,204.6,20.92,-199.3
2024/7/1,5:39:30,204.7,20.93,-199.4
2024/7/1,5:39:40,204.8,20.94,-199.5
2024/7/1,5:39:50,204.9,20.95,-199.6
2024/7/1,5:40:00,205,20.96,-199.7
2024/7/1,5:40:10,205.1,20.97,-199.8
2024/7/1,5:40:20,205.2,20.98,-199.9
2024/7/1,5:40:30,205.3,20.99,-200
2024/7/1,5:40:40,205.4,21,-200.1
2024/7/1,5:40:50,205.5,21.01,-200.2
2024/7/1,5:41:00,205.6,21.02,-200.3
2024/7/1,5:41:10,205.7,21.03,-200.4
2024/7/1,5:41:20,205.8,21.04,-200.5
2024/7/1,5:41:30,205.9,21.05,-200.6
2024/7/1,5:41:40,206,21.06,-200.7
2024/7/1,5:41:50,206.1,21.07,-200.8
2024/7/1,5:42:00,206.2,21.08,-200.9
2024/7/1,5:42:10,206.3,21.09,-201
2024/7/1,5:42:20,206.4,21.1,-201.1
2024/7/1,5:42:30,206.5,21.11,-201.2
2024/7/1,5:42:40,206.6,21.12,-201.3
2024/7/1,5:42:50,206.7,21.13,-201.4
2024/7/1,5:43:00,206.8,21.14,-201.5
2024/7/1,5:43:10,206.9,21.15,-201.6
2024/7/1,5:43:20,207,21.16,-201.7
2024/7/1,5:43:30,207.1,21.17,-201.8
2024/7/1,5:43:40,207.2,21.18,-201.9
2024/7/1,5:43:50,207.3,21.19,-202
2024/7/1,5:44:00,207.4,21.2,-202.1
2024/7/1,5:44:10,207.5,21.21,-202.2
2024/7/1,5:44:20,207.6,21.22,-202.3
2024/7/1,5:44:30,207.7,21.23,-202.4
2024/7/1,5:44:40,207.8,21.24,-202.5
2024/7/1,5:44:50,207.9,21.25,-202.6
2024/7/1,5:45:00,208,21.26,-202.7
2024/7/1,5:45:10,208.1,21.27,-202.8
2024/7/1,5:45:20,208.2,21.28,-202.9
2024/7/1,5:45:30,208.3,21.29,-203
2024/7/1,5:45:40,208.4,21.3,-203.1
2024/7/1,5:45:50,208.5,21.31,-203.2
2024/7/1,5:46:00,208.6,21.32,-203.3
2024/7/1,5:46:10,208.7,21.33,-203.4
2024/7/1,5:46:20,208.8,21.34,-203.5
2024/7/1,5:46:30,208.9,21.35,-203.6
2024/7/1,5:46:40,209,21.36,-203.7
2024/7/1,5:46:50,209.1,21.37,-203.8
2024/7/1,5:47:00,209.2,21.38,-203.9
2024/7/1,5:47:10,209.3,21.39,-204
2024/7/1,5:47:20,209.4,21.4,-204.1
2024/7/1,5:47:30,209.5,21.41,-204.2
2024/7/1,5:47:40,209.6,21.42,-204.3
2024/7/1,5:47:50,209.7,21.43,-204.4
2024/7/1,5:48:00,209.8,21.44,-204.5
2024/7/1,5:48:10,209.9,21.45,-204.6
2024/7/1,5:48:20,210,21.46,-204.7
2024/7/1,5:48:30,210.1,21.47,-204.8
2024/7/1,5:48:40,210.2,21.48,-204.9
2024/7/1,5:48:50,210.3,21.49,-205
2024/7/1,5:49:00,210.4,21.5,-205.1
2024/7/1,5:49:10,210.5,21.51,-205.2
2024/7/1,5:49:20,210.6,21.52,-205.3
2024/7/1,5:49:30,210.7,21.53,-205.4
2024/7/1,5:49:40,210.8,21.54,-205.5
2024/7/1,5:49:50,210.9,21.55,-205.6
2024/7/1,5:50:00,211,21.56,-205.7
2024/7/1,5:50:10,211.1,21.57,-205.8
2024/7/1,5:50:20,211.2,21.58,-205.9
2024/7/1,5:50:30,211.3,21.59,-206
2024/7/1,5:50:40,211.4,21.6,-206.1
2024/7/1,5:50:50,211.5,21.61,-206.2
2024/7/1,5:51:00,211.6,21.62,-206.3
2024/7/1,5:51:10,211.7,21.63,-206.4
2024/7/1,5:51:20,211.8,21.64,-206.5
2024/7/1,5:51:30,211.9,21.65,-206.6
2024/7/1,5:51:40,212,21.66,-206.7
2024/7/1,5:51:50,212.1,21.67,-206.8
2024/7/1,5:52:00,212.2,21.68,-206.9
2024/7/1,5:52:10,212.3,21.69,-207
2024/7/1,5:52:20,212.4,21.7,-207.1
2024/7/1,5:52:30,212.5,21.71,-207.2
2024/7/1,5:52:40,212.6,21.72,-207.3
2024/7/1,5:52:50,212.7,21.73,-207.4
2024/7/1,5:53:00,212.8,21.74,-207.5
2024/7/1,5:53:10,212.9,21.75,-207.6
2024/7/1,5:53:20,213,21.76,-207.7
2024/7/1,5:53:30,213.1,21.77,-207.8
2024/7/1,5:53:40,213.2,21.78,-207.9
2024/7/1,5:53:50,213.3,21.79,-208
2024/7/1,5:54:00,213.4,21.8,-208.1
2024/7/1,5:54:10,213.5,21.81,-208.2
2024/7/1,5:54:20,213.6,21.82,-208.3
2024/7/1,5:54:30,213.7,21.83,-208.4
2024/7/1,5:54:40,213.8,21.84,-208.5
2024/7/1,5:54:50,213.9,21.85,-208.6
2024/7/1,5:55:00,214,21.86,-208.7
2024/7/1,5:55:10,214.1,21.87,-208.8
2024/7/1,5:55:20,214.2,21.88,-208.9
2024/7/1,5:55:30,214.3,21.89,-209
2024/7/1,5:55:40,214.4,21.9,-209.1
2024/7/1,5:55:50,214.5,21.91,-209.2
2024/7/1,5:56:00,214.6,21.92,-209.3
2024/7/1,5:56:10,214.7,21.93,-209.4
2024/7/1,5:56:20,214.8,21.94,-209.5
2024/7/1,5:56:30,214.9,21.95,-209.6
2024/7/1,5:56:40,215,21.96,-209.7
2024/7/1,5:56:50,215.1,21.97,-209.8
2024/7/1,5:57:00,215.2,21.98,-209.9
2024/7/1,5:57:10,215.3,21.99,-210
2024/7/1,5:57:20,215.4,22,-210.1
2024/7/1,5:57:30,215.5,22.01,-210.2
2024/7/1,5:57:40,215.6,22.02,-210.3
2024/7/1,5:57:50,215.7,22.03,-210.4
2024/7/1,5:58:00,215.8,22.04,-210.5
2024/7/1,5:58:10,215.9,22.05,-210.6
2024/7/1,5:58:20,216,22.06,-210.7
2024/7/1,5:58:30,216.1,22.07,-210.8
2024/7/1,5:58:40,216.2,22.08,-210.9
2024/7/1,5:58:50,216.3,22.09,-211
2024/7/1,5:59:00,216.4,22.1,-211.1
2024/7/1,5:59:10,216.5,22.11,-211.2
2024/7/1,5:59:20,216.6,22.12,-211.3
2024/7/1,5:59:30,216.7,22.13,-211.4
2024/7/1,5:59:40,216.8,22.14,-211.5
2024/7/1,5:59:50,216.9,22.15,-211.6
2024/7/1,6:00:00,217,22.16,-211.7
2024/7/1,6:00:10,217.1,22.17,-211.8
2024/7/1,6:00:20,217.2,22.18,-211.9
2024/7/1,6:00:30,217.3,22.19,-212
2024/7/1,6:00:40,217.4,22.2,-212.1
2024/7/1,6:00:50,217.5,22.21,-212.2
2024/7/1,6:01:00,217.6,22.22,-212.3
2024/7/1,6:01:10,217.7,22.23,-212.4
2024/7/1,6:01:20,217.8,22.24,-212.5
2024/7/1,6:01:30,217.9,22.25,-212.6
2024/7/1,6:01:40,218,22.26,-212.7
2024/7/1,6:01:50,218.1,22.27,-212.8
2024/7/1,6:02:00,218.2,22.28,-212.9
2024/7/1,6:02:10,218.3,22.29,-213
2024/7/1,6:02:20,218.4,22.3,-213.1
2024/7/1,6:02:30,218.5,22.31,-213.2
2024/7/1,6:02:40,218.6,22.32,-213.3
2024/7/1,6:02:50,218.7,22.33,-213.4
2024/7/1,6:03:00,218.8,22.34,-213.5
2024/7/1,6:03:10,218.9,22.35,-213.6
2024/7/1,6:03:20,219,22.36,-213.7
2024/7/1,6:03:30,219.1,22.37,-213.8
2024/7/1,6:03:40,219.2,22.38,-213.9
2024/7/1,6:03:50,219.3,22.39,-214
2024/7/1,6:04:00,219.4,22.4,-214.1
